,Hours_Studied,Attendance,Sleep_Hours,Cluster,Cluster_Name
3060,22,67,7,2,C3
3061,18,85,7,0,C1
3062,19,61,6,2,C3
3063,17,76,8,2,C3
3064,11,99,7,0,C1
3065,22,64,7,2,C3
3066,31,77,5,1,C2
3067,20,72,8,2,C3
3068,21,96,6,1,C2
3069,24,95,9,0,C1
3070,12,70,5,1,C2
3071,30,63,8,2,C3
3072,21,85,4,1,C2
3073,30,73,4,1,C2
3074,16,87,6,1,C2
3075,31,61,4,1,C2
3076,25,65,8,2,C3
3077,23,87,7,0,C1
3078,21,68,9,2,C3
3079,19,94,7,0,C1
3080,27,62,7,2,C3
3081,21,69,7,2,C3
3082,8,100,6,1,C2
3083,13,77,6,1,C2
3084,19,88,5,1,C2
3085,22,67,8,2,C3
3086,20,84,7,0,C1
3087,27,89,7,0,C1
3088,8,73,10,2,C3
3089,21,93,6,1,C2
3090,9,84,7,0,C1
3091,25,76,7,2,C3
3092,19,82,9,0,C1
3093,23,83,7,0,C1
3094,15,67,7,2,C3
3095,28,76,10,0,C1
3096,26,74,6,2,C3
3097,24,76,7,2,C3
3098,19,90,8,0,C1
3099,23,79,6,1,C2
3100,16,98,8,0,C1
3101,25,72,6,2,C3
3102,30,77,9,2,C3
3103,26,91,8,0,C1
3104,16,82,7,0,C1
3105,22,82,5,1,C2
3106,12,62,6,2,C3
3107,23,76,7,2,C3
3108,23,71,8,2,C3
3109,9,100,7,0,C1
3110,13,72,8,2,C3
3111,18,95,8,0,C1
3112,18,87,8,0,C1
3113,13,74,7,2,C3
3114,22,82,7,0,C1
3115,22,94,7,0,C1
3116,19,95,6,1,C2
3117,15,66,9,2,C3
3118,26,74,8,2,C3
3119,30,73,9,2,C3
3120,17,62,6,2,C3
3121,16,84,8,0,C1
3122,23,94,9,0,C1
3123,18,75,9,2,C3
3124,19,90,5,1,C2
3125,24,85,7,0,C1
3126,9,75,7,2,C3
3127,28,66,9,2,C3
3128,20,88,4,1,C2
3129,18,94,5,1,C2
3130,19,87,9,0,C1
3131,20,61,6,2,C3
3132,10,69,5,1,C2
3133,29,63,9,2,C3
3134,20,83,5,1,C2
3135,23,90,9,0,C1
3136,26,64,5,2,C3
3137,14,94,5,1,C2
3138,23,82,7,0,C1
3139,18,88,6,1,C2
3140,25,99,7,0,C1
3141,7,63,10,2,C3
3142,19,96,7,0,C1
3143,16,65,9,2,C3
3144,23,76,7,2,C3
3145,23,94,8,0,C1
3146,16,96,4,1,C2
3147,16,80,8,0,C1
3148,19,84,8,0,C1
3149,15,88,6,1,C2
3150,25,93,10,0,C1
3151,18,65,6,2,C3
3152,3,92,5,1,C2
3153,18,79,8,0,C1
3154,14,78,5,1,C2
3155,10,77,7,2,C3
3156,13,80,9,0,C1
3157,21,98,8,0,C1
3158,28,82,7,0,C1
3159,22,98,6,1,C2
3160,16,67,9,2,C3
3161,23,89,5,1,C2
3162,17,92,8,0,C1
3163,16,87,10,0,C1
3164,13,84,8,0,C1
3165,9,83,7,0,C1
3166,18,94,7,0,C1
3167,21,93,6,1,C2
3168,19,65,6,2,C3
3169,18,94,7,0,C1
3170,14,77,8,2,C3
3171,24,70,9,2,C3
3172,12,95,4,1,C2
3173,25,77,4,1,C2
3174,14,92,9,0,C1
3175,15,71,7,2,C3
3176,11,60,7,2,C3
3177,17,80,8,0,C1
3178,26,64,7,2,C3
3179,23,90,10,0,C1
3180,26,71,8,2,C3
3181,23,78,6,1,C2
3182,13,63,6,2,C3
3183,18,71,7,2,C3
3184,15,91,6,1,C2
3185,28,66,10,2,C3
3186,13,86,7,0,C1
3187,25,97,5,1,C2
3188,25,87,8,0,C1
3189,31,92,9,0,C1
3190,18,64,9,2,C3
3191,24,70,6,2,C3
3192,34,96,5,1,C2
3193,16,89,9,0,C1
3194,11,86,5,1,C2
3195,9,87,8,0,C1
3196,24,77,6,1,C2
3197,9,62,9,2,C3
3198,18,91,5,1,C2
3199,23,87,6,1,C2
3200,21,79,8,0,C1
3201,23,96,8,0,C1
3202,21,73,9,2,C3
3203,28,72,8,2,C3
3204,14,95,8,0,C1
3205,16,92,9,0,C1
3206,15,81,5,1,C2
3207,25,65,6,2,C3
3208,25,69,5,1,C2
3209,23,86,4,1,C2
3210,27,75,8,2,C3
3211,13,93,9,0,C1
3212,30,98,8,0,C1
3213,29,92,8,0,C1
3214,24,75,7,2,C3
3215,31,92,7,0,C1
3216,10,74,10,0,C1
3217,17,67,9,2,C3
3218,16,61,6,2,C3
3219,24,75,9,2,C3
3220,14,96,9,0,C1
3221,25,70,8,2,C3
3222,28,68,8,2,C3
3223,24,99,8,0,C1
3224,22,61,5,2,C3
3225,14,91,5,1,C2
3226,15,73,8,2,C3
3227,27,61,5,2,C3
3228,25,97,5,1,C2
3229,20,66,4,1,C2
3230,17,82,6,1,C2
3231,8,71,8,2,C3
3232,14,63,8,2,C3
3233,31,62,8,2,C3
3234,12,65,6,2,C3
3235,21,63,7,2,C3
3236,26,90,8,0,C1
3237,12,79,8,0,C1
3238,21,74,6,1,C2
3239,26,77,7,2,C3
3240,20,97,4,1,C2
3241,37,96,7,0,C1
3242,10,89,6,1,C2
3243,26,95,9,0,C1
3244,19,73,6,2,C3
3245,25,75,7,2,C3
3246,23,85,6,1,C2
3247,16,85,6,1,C2
3248,21,79,8,0,C1
3249,9,76,6,1,C2
3250,24,99,10,0,C1
3251,22,93,4,1,C2
3252,24,77,8,2,C3
3253,26,89,7,0,C1
3254,22,71,7,2,C3
3255,21,64,7,2,C3
3256,15,74,8,2,C3
3257,16,76,7,2,C3
3258,27,61,9,2,C3
3259,29,93,7,0,C1
3260,19,74,5,1,C2
3261,20,83,7,0,C1
3262,15,63,9,2,C3
3263,27,67,6,2,C3
3264,24,96,5,1,C2
3265,32,84,8,0,C1
3266,15,98,8,0,C1
3267,18,100,6,1,C2
3268,21,75,7,2,C3
3269,24,72,7,2,C3
3270,19,94,7,0,C1
3271,15,100,8,0,C1
3272,25,85,6,1,C2
3273,24,92,8,0,C1
3274,15,91,6,1,C2
3275,28,74,9,2,C3
3276,27,83,10,0,C1
3277,21,93,6,1,C2
3278,20,88,5,1,C2
3279,23,61,8,2,C3
3280,15,73,7,2,C3
3281,20,66,8,2,C3
3282,7,69,6,2,C3
3283,25,96,7,0,C1
3284,11,61,6,2,C3
3285,29,69,7,2,C3
3286,18,72,5,1,C2
3287,19,85,7,0,C1
3288,16,81,5,1,C2
3289,18,69,6,2,C3
3290,29,67,7,2,C3
3291,5,69,8,2,C3
3292,28,80,8,0,C1
3293,22,71,8,2,C3
3294,13,98,5,1,C2
3295,14,79,9,0,C1
3296,30,62,6,2,C3
3297,14,89,6,1,C2
3298,13,73,7,2,C3
3299,27,86,6,1,C2
3300,22,71,8,2,C3
3301,14,83,8,0,C1
3302,21,91,6,1,C2
3303,14,97,7,0,C1
3304,27,70,7,2,C3
3305,26,73,8,2,C3
3306,23,79,6,1,C2
3307,22,97,6,1,C2
3308,31,96,5,1,C2
3309,20,64,6,2,C3
3310,13,65,5,1,C2
3311,23,80,6,1,C2
3312,33,64,9,2,C3
3313,14,74,8,2,C3
3314,18,66,9,2,C3
3315,22,85,6,1,C2
3316,20,98,4,1,C2
3317,14,100,7,0,C1
3318,27,75,10,2,C3
3319,34,84,6,1,C2
3320,21,94,7,0,C1
3321,15,65,5,1,C2
3322,11,88,7,0,C1
3323,22,76,7,2,C3
3324,27,68,4,1,C2
3325,23,76,5,1,C2
3326,20,63,5,2,C3
3327,16,88,5,1,C2
3328,13,70,6,2,C3
3329,25,72,8,2,C3
3330,25,65,6,2,C3
3331,11,95,9,0,C1
3332,30,80,6,1,C2
3333,23,83,7,0,C1
3334,28,83,8,0,C1
3335,12,76,9,0,C1
3336,12,68,6,2,C3
3337,19,90,8,0,C1
3338,23,65,6,2,C3
3339,31,64,10,2,C3
3340,24,88,5,1,C2
3341,19,68,8,2,C3
3342,14,72,9,2,C3
3343,27,79,5,1,C2
3344,14,78,8,0,C1
3345,30,88,6,1,C2
3346,18,85,10,0,C1
3347,30,86,4,1,C2
3348,24,89,5,1,C2
3349,19,72,5,1,C2
3350,17,73,5,1,C2
3351,18,78,8,2,C3
3352,23,72,10,2,C3
3353,20,99,9,0,C1
3354,16,93,7,0,C1
3355,19,67,7,2,C3
3356,20,60,6,2,C3
3357,7,62,8,2,C3
3358,23,70,7,2,C3
3359,14,65,7,2,C3
3360,13,81,6,1,C2
3361,10,94,5,1,C2
3362,9,89,7,0,C1
3363,12,69,7,2,C3
3364,16,76,6,1,C2
3365,32,80,6,1,C2
3366,17,92,8,0,C1
3367,21,94,8,0,C1
3368,22,96,10,0,C1
3369,21,80,9,0,C1
3370,20,88,5,1,C2
3371,13,64,7,2,C3
3372,29,83,5,1,C2
3373,31,70,4,1,C2
3374,10,77,10,0,C1
3375,14,85,9,0,C1
3376,18,70,6,2,C3
3377,14,62,9,2,C3
3378,23,60,9,2,C3
3379,16,61,4,1,C2
3380,33,60,8,2,C3
3381,27,64,6,2,C3
3382,21,70,8,2,C3
3383,26,69,10,2,C3
3384,27,99,9,0,C1
3385,17,72,7,2,C3
3386,15,65,9,2,C3
3387,20,82,4,1,C2
3388,25,94,8,0,C1
3389,21,87,8,0,C1
3390,11,72,8,2,C3
3391,15,82,6,1,C2
3392,20,89,8,0,C1
3393,20,89,8,0,C1
3394,32,87,4,1,C2
3395,12,95,7,0,C1
3396,23,95,6,1,C2
3397,29,83,8,0,C1
3398,34,77,9,2,C3
3399,18,86,6,1,C2
3400,23,93,5,1,C2
3401,23,60,7,2,C3
3402,21,100,5,1,C2
3403,19,67,7,2,C3
3404,23,79,7,2,C3
3405,5,95,8,0,C1
3406,24,69,7,2,C3
3407,21,79,7,2,C3
3408,19,65,9,2,C3
3409,32,76,7,2,C3
3410,16,67,6,2,C3
3411,18,75,7,2,C3
3412,32,75,6,2,C3
3413,15,100,5,1,C2
3414,17,100,5,1,C2
3415,19,65,9,2,C3
3416,25,89,6,1,C2
3417,21,62,7,2,C3
3418,12,61,7,2,C3
3419,17,64,7,2,C3
3420,16,99,9,0,C1
3421,20,98,7,0,C1
3422,23,68,6,2,C3
3423,23,66,6,2,C3
3424,9,70,8,2,C3
3425,26,81,8,0,C1
3426,22,83,8,0,C1
3427,28,69,7,2,C3
3428,23,90,5,1,C2
3429,27,72,8,2,C3
3430,23,97,7,0,C1
3431,28,86,7,0,C1
3432,23,77,5,1,C2
3433,19,92,6,1,C2
3434,34,93,6,1,C2
3435,25,72,8,2,C3
3436,23,74,8,2,C3
3437,12,97,7,0,C1
3438,12,67,8,2,C3
3439,22,62,9,2,C3
3440,21,78,8,2,C3
3441,16,92,8,0,C1
3442,21,91,6,1,C2
3443,30,97,6,1,C2
3444,24,81,9,0,C1
3445,13,64,6,2,C3
3446,19,84,8,0,C1
3447,15,91,10,0,C1
3448,18,64,8,2,C3
3449,18,67,7,2,C3
3450,17,60,5,2,C3
3451,12,84,7,0,C1
3452,19,95,9,0,C1
3453,17,87,7,0,C1
3454,2,99,9,0,C1
3455,32,63,8,2,C3
3456,27,96,7,0,C1
3457,18,93,7,0,C1
3458,20,73,5,1,C2
3459,13,99,6,1,C2
3460,30,72,6,2,C3
3461,31,96,8,0,C1
3462,21,95,7,0,C1
3463,26,90,9,0,C1
3464,21,83,7,0,C1
3465,12,65,6,2,C3
3466,18,81,6,1,C2
3467,21,74,6,1,C2
3468,17,92,7,0,C1
3469,19,90,6,1,C2
3470,19,96,5,1,C2
3471,20,61,9,2,C3
3472,20,92,7,0,C1
3473,14,98,7,0,C1
3474,16,92,6,1,C2
3475,12,65,5,1,C2
3476,26,63,7,2,C3
3477,7,61,4,1,C2
3478,27,85,8,0,C1
3479,28,85,6,1,C2
3480,18,99,7,0,C1
3481,4,76,8,2,C3
3482,18,73,7,2,C3
3483,20,85,5,1,C2
3484,14,93,9,0,C1
3485,17,97,5,1,C2
3486,29,92,4,1,C2
3487,24,77,8,2,C3
3488,14,85,5,1,C2
3489,10,94,9,0,C1
3490,18,80,8,0,C1
3491,19,69,7,2,C3
3492,23,67,6,2,C3
3493,17,60,6,2,C3
3494,23,89,6,1,C2
3495,32,64,6,2,C3
3496,25,70,9,2,C3
3497,20,72,6,2,C3
3498,19,82,8,0,C1
3499,18,76,9,2,C3
3500,27,87,6,1,C2
3501,16,62,8,2,C3
3502,20,65,6,2,C3
3503,20,80,7,2,C3
3504,17,73,6,1,C2
3505,12,72,6,1,C2
3506,22,63,7,2,C3
3507,20,96,5,1,C2
3508,23,88,8,0,C1
3509,17,65,5,1,C2
3510,27,63,5,2,C3
3511,15,99,7,0,C1
3512,30,87,6,1,C2
3513,10,77,8,2,C3
3514,23,88,7,0,C1
3515,23,90,5,1,C2
3516,15,91,8,0,C1
3517,23,79,7,2,C3
3518,28,77,7,2,C3
3519,7,60,10,2,C3
3520,23,97,9,0,C1
3521,5,84,7,0,C1
3522,14,68,5,1,C2
3523,30,97,5,1,C2
3524,17,97,9,0,C1
3525,13,100,6,1,C2
3526,19,95,7,0,C1
3527,32,100,5,1,C2
3528,9,70,8,2,C3
3529,14,94,9,0,C1
3530,29,93,9,0,C1
3531,31,69,6,2,C3
3532,19,64,8,2,C3
3533,13,99,7,0,C1
3534,33,72,8,2,C3
3535,30,95,7,0,C1
3536,24,60,6,2,C3
3537,15,61,9,2,C3
3538,20,79,7,2,C3
3539,19,70,6,2,C3
3540,22,88,7,0,C1
3541,29,83,6,1,C2
3542,25,63,8,2,C3
3543,14,67,7,2,C3
3544,28,76,6,1,C2
3545,22,67,10,2,C3
3546,24,92,5,1,C2
3547,29,77,8,2,C3
3548,13,64,7,2,C3
3549,20,79,5,1,C2
3550,17,64,6,2,C3
3551,11,65,5,1,C2
3552,22,70,10,2,C3
3553,35,94,7,0,C1
3554,9,97,7,0,C1
3555,20,93,10,0,C1
3556,24,73,6,2,C3
3557,21,71,9,2,C3
3558,19,82,8,0,C1
3559,12,89,4,1,C2
3560,21,100,6,1,C2
3561,15,65,8,2,C3
3562,7,62,7,2,C3
3563,27,88,7,0,C1
3564,26,93,6,1,C2
3565,20,94,6,1,C2
3566,21,87,7,0,C1
3567,26,98,10,0,C1
3568,21,80,6,1,C2
3569,25,97,6,1,C2
3570,18,99,7,0,C1
3571,28,94,5,1,C2
3572,22,72,8,2,C3
3573,21,68,5,1,C2
3574,12,82,5,1,C2
3575,22,78,5,1,C2
3576,15,95,5,1,C2
3577,16,64,9,2,C3
3578,15,70,8,2,C3
3579,14,90,8,0,C1
3580,33,64,8,2,C3
3581,28,73,7,2,C3
3582,32,75,7,2,C3
3583,13,85,9,0,C1
3584,20,66,9,2,C3
3585,12,94,5,1,C2
3586,16,78,10,0,C1
3587,14,97,5,1,C2
3588,27,79,6,1,C2
3589,18,71,7,2,C3
3590,26,66,7,2,C3
3591,24,60,10,2,C3
3592,34,81,9,0,C1
3593,11,64,8,2,C3
3594,28,76,9,2,C3
3595,27,84,8,0,C1
3596,14,71,6,2,C3
3597,26,67,8,2,C3
3598,22,91,7,0,C1
3599,19,98,6,1,C2
3600,15,64,9,2,C3
3601,16,66,7,2,C3
3602,32,98,5,1,C2
3603,20,62,6,2,C3
3604,25,99,8,0,C1
3605,15,60,9,2,C3
3606,15,95,8,0,C1
3607,26,72,8,2,C3
3608,12,98,6,1,C2
3609,18,73,7,2,C3
3610,20,86,7,0,C1
3611,21,63,7,2,C3
3612,19,70,7,2,C3
3613,22,91,6,1,C2
3614,24,81,8,0,C1
3615,24,97,5,1,C2
3616,14,77,5,1,C2
3617,18,95,6,1,C2
3618,27,78,8,2,C3
3619,25,99,8,0,C1
3620,12,98,4,1,C2
3621,22,73,8,2,C3
3622,8,95,7,0,C1
3623,20,94,6,1,C2
3624,31,68,7,2,C3
3625,14,85,5,1,C2
3626,15,63,7,2,C3
3627,25,93,5,1,C2
3628,11,67,6,2,C3
3629,16,63,6,2,C3
3630,24,76,8,2,C3
3631,16,83,7,0,C1
3632,19,94,8,0,C1
3633,24,99,5,1,C2
3634,23,78,7,2,C3
3635,22,62,8,2,C3
3636,18,90,9,0,C1
3637,22,83,5,1,C2
3638,19,78,6,1,C2
3639,23,72,8,2,C3
3640,17,80,9,0,C1
3641,19,74,7,2,C3
3642,14,90,5,1,C2
3643,20,82,5,1,C2
3644,15,95,7,0,C1
3645,13,82,8,0,C1
3646,22,70,7,2,C3
3647,21,94,5,1,C2
3648,25,82,9,0,C1
3649,17,68,6,2,C3
3650,22,85,8,0,C1
3651,23,74,4,1,C2
3652,23,94,9,0,C1
3653,15,78,6,1,C2
3654,21,89,9,0,C1
3655,22,64,8,2,C3
3656,20,76,5,1,C2
3657,7,99,7,0,C1
3658,21,92,9,0,C1
3659,33,66,6,2,C3
3660,18,71,9,2,C3
3661,16,73,8,2,C3
3662,22,86,9,0,C1
3663,22,90,7,0,C1
3664,27,90,7,0,C1
3665,12,80,10,0,C1
3666,24,92,8,0,C1
3667,24,77,7,2,C3
3668,19,65,8,2,C3
3669,22,83,6,1,C2
3670,26,98,7,0,C1
3671,25,92,9,0,C1
3672,13,83,7,0,C1
3673,25,86,6,1,C2
3674,20,97,6,1,C2
3675,20,77,7,2,C3
3676,20,73,6,2,C3
3677,19,99,5,1,C2
3678,27,95,5,1,C2
3679,19,73,9,2,C3
3680,13,79,7,2,C3
3681,18,77,7,2,C3
3682,21,66,6,2,C3
3683,27,98,6,1,C2
3684,24,76,6,1,C2
3685,15,95,7,0,C1
3686,35,68,5,1,C2
3687,22,82,9,0,C1
3688,28,61,7,2,C3
3689,19,91,7,0,C1
3690,23,83,8,0,C1
3691,25,85,8,0,C1
3692,27,62,6,2,C3
3693,26,68,8,2,C3
3694,25,63,8,2,C3
3695,18,72,7,2,C3
3696,17,85,9,0,C1
3697,22,83,8,0,C1
3698,26,84,8,0,C1
3699,19,82,9,0,C1
3700,26,71,7,2,C3
3701,29,70,7,2,C3
3702,15,65,8,2,C3
3703,15,94,7,0,C1
3704,19,85,8,0,C1
3705,22,67,6,2,C3
3706,17,67,4,1,C2
3707,28,95,8,0,C1
3708,23,90,5,1,C2
3709,20,86,6,1,C2
3710,11,76,8,2,C3
3711,12,70,8,2,C3
3712,22,99,9,0,C1
3713,7,92,4,1,C2
3714,26,72,7,2,C3
3715,19,94,7,0,C1
3716,39,90,8,0,C1
3717,34,72,9,2,C3
3718,19,77,5,1,C2
3719,19,67,7,2,C3
3720,26,64,8,2,C3
3721,30,89,6,1,C2
3722,10,71,10,2,C3
3723,9,93,6,1,C2
3724,16,100,7,0,C1
3725,23,63,5,2,C3
3726,23,79,7,2,C3
3727,26,92,4,1,C2
3728,13,92,7,0,C1
3729,6,90,9,0,C1
3730,25,74,5,1,C2
3731,15,78,5,1,C2
3732,8,84,9,0,C1
3733,21,99,9,0,C1
3734,25,73,5,1,C2
3735,19,97,10,0,C1
3736,17,71,8,2,C3
3737,19,100,9,0,C1
3738,18,87,6,1,C2
3739,12,79,9,0,C1
3740,16,85,7,0,C1
3741,23,71,7,2,C3
3742,22,71,8,2,C3
3743,21,65,6,2,C3
3744,14,65,5,1,C2
3745,19,74,7,2,C3
3746,7,91,7,0,C1
3747,21,84,6,1,C2
3748,29,64,9,2,C3
3749,11,94,10,0,C1
3750,16,84,6,1,C2
3751,22,98,7,0,C1
3752,28,87,6,1,C2
3753,17,67,10,2,C3
3754,16,79,8,0,C1
3755,8,86,8,0,C1
3756,21,61,9,2,C3
3757,32,61,7,2,C3
3758,22,65,7,2,C3
3759,20,70,9,2,C3
3760,22,77,8,2,C3
3761,20,79,6,1,C2
3762,15,66,6,2,C3
3763,25,87,6,1,C2
3764,21,84,9,0,C1
3765,20,72,9,2,C3
3766,14,61,10,2,C3
3767,28,63,6,2,C3
3768,24,76,7,2,C3
3769,17,66,6,2,C3
3770,26,75,7,2,C3
3771,17,85,8,0,C1
3772,15,82,7,0,C1
3773,15,69,9,2,C3
3774,9,74,6,1,C2
3775,23,85,8,0,C1
3776,9,94,6,1,C2
3777,13,90,4,1,C2
3778,8,82,5,1,C2
3779,19,74,7,2,C3
3780,19,75,10,0,C1
3781,18,95,6,1,C2
3782,14,62,7,2,C3
3783,13,100,8,0,C1
3784,23,87,6,1,C2
3785,17,87,6,1,C2
3786,22,62,7,2,C3
3787,15,84,6,1,C2
3788,21,79,4,1,C2
3789,28,64,6,2,C3
3790,24,71,8,2,C3
3791,18,96,8,0,C1
3792,22,82,9,0,C1
3793,19,77,9,0,C1
3794,20,63,6,2,C3
3795,18,89,6,1,C2
3796,19,88,6,1,C2
3797,21,85,7,0,C1
3798,14,80,6,1,C2
3799,14,77,7,2,C3
3800,12,84,6,1,C2
3801,10,69,8,2,C3
3802,13,98,6,1,C2
3803,21,84,6,1,C2
3804,15,72,8,2,C3
3805,23,78,8,2,C3
3806,20,92,7,0,C1
3807,8,66,8,2,C3
3808,24,72,8,2,C3
3809,25,87,10,0,C1
3810,14,73,8,2,C3
3811,23,92,10,0,C1
3812,15,65,7,2,C3
3813,21,91,9,0,C1
3814,12,63,9,2,C3
3815,9,61,7,2,C3
3816,18,96,6,1,C2
3817,19,83,6,1,C2
3818,18,74,8,2,C3
3819,13,69,5,1,C2
3820,18,85,6,1,C2
3821,22,80,9,0,C1
3822,20,100,8,0,C1
3823,21,99,4,1,C2
3824,16,85,5,1,C2
3825,27,78,10,0,C1
3826,13,80,9,0,C1
3827,23,87,6,1,C2
3828,27,64,5,2,C3
3829,23,73,5,1,C2
3830,19,63,8,2,C3
3831,17,63,10,2,C3
3832,26,68,10,2,C3
3833,11,79,5,1,C2
3834,14,91,7,0,C1
3835,18,79,6,1,C2
3836,27,73,7,2,C3
3837,22,63,5,2,C3
3838,14,82,6,1,C2
3839,18,71,6,2,C3
3840,16,85,8,0,C1
3841,16,99,6,1,C2
3842,26,64,6,2,C3
3843,12,68,8,2,C3
3844,30,79,9,0,C1
3845,25,99,10,0,C1
3846,27,91,8,0,C1
3847,17,96,7,0,C1
3848,19,73,9,2,C3
3849,11,100,9,0,C1
3850,17,64,8,2,C3
3851,23,62,5,2,C3
3852,28,94,9,0,C1
3853,13,97,8,0,C1
3854,18,64,6,2,C3
3855,19,65,6,2,C3
3856,12,61,8,2,C3
3857,24,64,4,1,C2
3858,16,68,7,2,C3
3859,19,99,6,1,C2
3860,17,87,6,1,C2
3861,15,91,6,1,C2
3862,20,91,5,1,C2
3863,19,81,9,0,C1
3864,18,92,4,1,C2
3865,16,84,7,0,C1
3866,22,73,6,2,C3
3867,30,82,10,0,C1
3868,21,81,7,0,C1
3869,26,93,4,1,C2
3870,12,99,8,0,C1
3871,21,76,5,1,C2
3872,13,91,8,0,C1
3873,11,64,8,2,C3
3874,16,91,9,0,C1
3875,27,75,7,2,C3
3876,26,62,8,2,C3
3877,21,75,7,2,C3
3878,11,84,6,1,C2
3879,19,65,9,2,C3
3880,22,97,5,1,C2
3881,21,63,7,2,C3
3882,9,97,6,1,C2
3883,15,88,8,0,C1
3884,20,73,6,2,C3
3885,23,76,6,1,C2
3886,7,90,7,0,C1
3887,19,84,9,0,C1
3888,21,87,6,1,C2
3889,25,76,6,1,C2
3890,24,80,5,1,C2
3891,23,100,6,1,C2
3892,15,69,8,2,C3
3893,9,77,7,2,C3
3894,18,72,7,2,C3
3895,26,91,10,0,C1
3896,28,91,4,1,C2
3897,24,72,10,2,C3
3898,23,63,9,2,C3
3899,22,60,7,2,C3
3900,17,77,8,2,C3
3901,19,76,6,1,C2
3902,30,100,7,0,C1
3903,14,79,10,0,C1
3904,30,70,6,2,C3
3905,18,96,7,0,C1
3906,28,80,6,1,C2
3907,12,84,6,1,C2
3908,24,64,6,2,C3
3909,16,75,5,1,C2
3910,12,98,7,0,C1
3911,21,84,7,0,C1
3912,26,74,6,2,C3
3913,15,85,4,1,C2
3914,11,96,7,0,C1
3915,19,71,7,2,C3
3916,19,80,10,0,C1
3917,23,98,7,0,C1
3918,26,67,8,2,C3
3919,20,89,6,1,C2
3920,31,85,9,0,C1
3921,21,87,6,1,C2
3922,18,74,8,2,C3
3923,10,73,8,2,C3
3924,18,87,8,0,C1
3925,18,69,10,2,C3
3926,26,77,6,1,C2
3927,23,68,9,2,C3
3928,13,60,9,2,C3
3929,21,99,7,0,C1
3930,24,77,10,0,C1
3931,29,99,7,0,C1
3932,25,66,7,2,C3
3933,25,83,7,0,C1
3934,20,68,5,1,C2
3935,22,92,8,0,C1
3936,27,91,8,0,C1
3937,12,65,7,2,C3
3938,18,96,10,0,C1
3939,15,68,6,2,C3
3940,22,85,4,1,C2
3941,27,99,10,0,C1
3942,16,95,9,0,C1
3943,6,98,8,0,C1
3944,18,74,6,1,C2
3945,25,64,8,2,C3
3946,23,68,5,1,C2
3947,23,80,7,2,C3
3948,18,92,6,1,C2
3949,12,66,7,2,C3
3950,23,86,8,0,C1
3951,15,73,5,1,C2
3952,33,74,8,2,C3
3953,23,86,7,0,C1
3954,17,79,8,0,C1
3955,16,92,7,0,C1
3956,19,66,8,2,C3
3957,19,92,6,1,C2
3958,27,63,4,1,C2
3959,21,68,5,1,C2
3960,16,86,6,1,C2
3961,31,94,5,1,C2
3962,20,70,9,2,C3
3963,25,73,7,2,C3
3964,16,81,8,0,C1
3965,22,68,8,2,C3
3966,22,92,7,0,C1
3967,9,91,10,0,C1
3968,32,66,10,2,C3
3969,28,79,9,0,C1
3970,18,91,6,1,C2
3971,13,73,9,2,C3
3972,22,85,4,1,C2
3973,21,62,9,2,C3
3974,22,84,4,1,C2
3975,21,66,7,2,C3
3976,23,93,9,0,C1
3977,29,74,8,2,C3
3978,23,71,5,1,C2
3979,14,94,7,0,C1
3980,28,62,8,2,C3
3981,30,76,7,2,C3
3982,39,75,6,2,C3
3983,13,71,8,2,C3
3984,21,96,9,0,C1
3985,8,90,7,0,C1
3986,23,63,9,2,C3
3987,17,89,7,0,C1
3988,32,81,6,1,C2
3989,15,96,9,0,C1
3990,10,73,9,2,C3
3991,17,83,6,1,C2
3992,8,80,6,1,C2
3993,25,80,10,0,C1
3994,8,78,7,2,C3
3995,20,68,7,2,C3
3996,8,90,7,0,C1
3997,18,78,9,0,C1
3998,30,98,10,0,C1
3999,22,70,7,2,C3
4000,15,87,10,0,C1
4001,20,98,6,1,C2
4002,20,87,7,0,C1
4003,23,95,8,0,C1
4004,12,93,6,1,C2
4005,24,74,8,2,C3
4006,4,84,6,1,C2
4007,16,66,5,1,C2
4008,17,81,4,1,C2
4009,24,69,7,2,C3
4010,20,90,8,0,C1
4011,12,81,5,1,C2
4012,14,76,7,2,C3
4013,21,71,7,2,C3
4014,20,100,7,0,C1
4015,17,63,6,2,C3
4016,17,62,7,2,C3
4017,24,69,7,2,C3
4018,17,99,8,0,C1
4019,19,99,5,1,C2
4020,33,86,7,0,C1
4021,11,95,5,1,C2
4022,9,69,7,2,C3
4023,25,99,5,1,C2
4024,16,66,6,2,C3
4025,18,64,7,2,C3
4026,15,64,6,2,C3
4027,18,83,9,0,C1
4028,30,91,9,0,C1
4029,25,75,8,2,C3
4030,25,99,8,0,C1
4031,12,77,7,2,C3
4032,13,66,9,2,C3
4033,3,79,7,0,C1
4034,15,87,10,0,C1
4035,26,93,6,1,C2
4036,23,78,5,1,C2
4037,19,84,5,1,C2
4038,20,71,5,1,C2
4039,16,86,5,1,C2
4040,21,99,7,0,C1
4041,25,62,8,2,C3
4042,10,95,7,0,C1
4043,22,82,5,1,C2
4044,26,70,6,2,C3
4045,18,98,8,0,C1
4046,24,79,6,1,C2
4047,37,73,6,2,C3
4048,19,67,5,1,C2
4049,22,70,6,2,C3
4050,16,93,6,1,C2
4051,21,85,7,0,C1
4052,23,97,8,0,C1
4053,21,69,7,2,C3
4054,14,65,7,2,C3
4055,21,60,8,2,C3
4056,29,80,5,1,C2
